Maleic Acid,x0,ph,w,sk
50.0,1139.196716081606,46054.01275932646,72.39975970092904,-4.421298089216862
25.0,1106.9876623776736,30521.71554096618,55.39164878951009,-4.773759360808956
12.5,1082.3995271762633,19768.392489499343,42.52362608172508,-3.1290460457194893
6.25,1064.3157155822817,12943.043397188598,32.24069219205371,-1.597700177187038
3.125,1039.3222450682617,8860.92974507279,22.610186980264412,0.28290021929284415

Glucose,x0,ph,w,sk
100.0,1178.261356687874,788429.2403360844,45.383657716668225,3.087083833153087
50.0,1176.2137038837154,438559.815723267,40.51859303933751,2.557058879165551
25.0,1174.8996514171122,224484.49232791105,39.19899990933576,2.198222724111199
12.5,1174.9878058854288,114864.76676476926,38.39421407037361,1.9728667676489067
6.25,1176.3405166167793,59633.86273120442,36.67194118541855,1.7375097721190038

Xylose,x0,ph,w,sk
50.0,1256.4329722030106,370442.8221789212,46.18035312268282,2.608518832175473
25.0,1253.1247359943898,203423.63625944365,44.190018526021596,2.386897346340117
12.5,1252.0023829134418,104445.98583220306,42.94737878048687,2.1917125405085853
6.25,1252.159635667164,53418.62436985776,42.16073150616978,2.057893801425052
3.125,1253.4863150207352,27783.053746423637,40.25651867907276,1.8170177204823954

Glycerol,x0,ph,w,sk
50.0,1661.9396047143518,294222.5212736201,50.68928909389292,2.246785041735893
25.0,1660.8566622020066,157151.22019884712,48.160204920483984,2.0139079237524804
12.5,1660.2867195166702,79986.40508435211,47.00526864183771,1.8571635358377265
6.25,1660.7205871965327,40665.02609510098,46.42968466468444,1.7661275550626359
3.125,1662.2089594881436,21069.694019240058,44.77492400810638,1.6052393977732493

Acetic Acid,x0,ph,w,sk
50.0,1784.9145341031806,145071.44559474182,59.00751528695366,2.2327616498725376
25.0,1787.4276787253814,79099.44987356648,54.4061340349894,1.9415830521407138
12.5,1788.8597071584886,41284.12644139495,52.13178151155105,1.7835133614734209
6.25,1790.3301254713904,21075.478491061083,50.97994522389472,1.686633047174779
3.125,1792.4943353165568,10781.426996954826,48.79806810910783,1.553365331932384

Ethanol,x0,ph,w,sk
30.0,2567.9271352679907,53870.81138949587,70.65799519171557,2.1475919420920677
15.0,2571.047371252497,26452.90755621205,66.48663669708414,1.866675036910882
7.5,2572.267194835893,14646.80795157735,64.67903412813303,1.7440388763233576
3.75,2574.549864800908,7116.635673695919,62.4258782792876,1.6237092220258893
1.875,2576.083751392448,3692.44838365085,61.56899867075764,1.5197768898213322

n-Buthanol,x0,ph,w,sk
30.0,3992.0180418279174,58453.60194428263,122.69385993153882,2.57898511032804
15.0,4007.106357320612,29748.700129590183,113.14769542570126,2.0131200282543427
7.5,4015.24117771528,16441.915177060953,106.46835584325402,1.7358121453685518
3.75,4021.064527065494,8198.207903373335,104.49401605546608,1.6338662807153839
1.875,4027.2973491779057,4180.209164788191,98.5782669290479,1.405988489956105

